SKU,Description,MSRP,BRONZE_Price,SILVER_Price,GOLD_Price,PLATINUM_Price
208800501599,,374.99,,,,
208800500299,,374.99,,,,
2088005M0699,,374.99,,,,
208800527599,,374.99,,,,
208800522899,,374.99,,,,
208800600699,,374.99,,,,
208800601899,,374.99,,,,
208800601499,,374.99,,,,
208800600499,,374.99,,,,
208800600799,,374.99,,,,
208800601299,,374.99,,,,
208800600899,,374.99,,,,
208800600999,,374.99,,,,
208800601199,,374.99,,,,
208800600399,,374.99,,,,
208800601599,,374.99,,,,
208800600299,,374.99,,,,
2088006M0699,,374.99,,,,
208800627599,,374.99,,,,
208800622899,,374.99,,,,
2088004018,,389.99,,,,
2088004014,,389.99,,,,
2088004004,,389.99,,,,
2088004007,,389.99,,,,
2088004012,,389.99,,,,
2088004008,,389.99,,,,
2088004009,,389.99,,,,
2088004011,,389.99,,,,
2088004003,,389.99,,,,
2088004015,,389.99,,,,
2088004002,,389.99,,,,
2088004275,,421.99,,,,
2088004228,,421.99,,,,
2088005006,,389.99,,,,
2088005018,,389.99,,,,
2088005014,,389.99,,,,
2088005004,,389.99,,,,
2088005007,,389.99,,,,
2088005012,,389.99,,,,
2088005008,,389.99,,,,
2088005009,,389.99,,,,
2088005011,,389.99,,,,
2088005003,,389.99,,,,
2088005015,,389.99,,,,
2088005002,,389.99,,,,
2088005275,,421.99,,,,
2088005228,,421.99,,,,
2088006006,,389.99,,,,
2088006018,,389.99,,,,
2088006014,,389.99,,,,
2088006004,,389.99,,,,
2088006007,,389.99,,,,
2088006012,,389.99,,,,
2088006008,,389.99,,,,
2088006009,,389.99,,,,
2088006011,,389.99,,,,
2088006003,,389.99,,,,
2088006015,,389.99,,,,
2088006002,,389.99,,,,
2088006275,,421.99,,,,
2088006228,,421.99,,,,
140163090,,0.0,10.5,10.0,9.0,9.0
140165090,,0.0,10.5,10.0,9.0,9.0
140082090,,0.0,,,9.0,8.0
140083090,,0.0,,,9.0,8.0
140084090,,0.0,,,9.0,8.0
140085090,,0.0,9.5,9.0,8.0,8.0
140086090,,0.0,,,9.0,8.0
140012090,,0.0,10.0,9.5,8.5,8.5
140013090,,0.0,10.0,9.5,8.5,8.5
140014090,,0.0,10.5,10.0,9.0,9.0
140015090,,0.0,10.5,10.0,9.0,9.0
140016090,,0.0,10.5,10.0,9.0,9.0
12850005,,0.0,47.0,42.5,38.0,38.0
12850004,,0.0,,,,
12850007,,0.0,40.5,37.0,32.5,32.5
12850006,,0.0,,,,
12850010,,0.0,40.5,37.0,32.5,32.5
12850003,,0.0,,,,
12850008,,0.0,,,,
84620328,,0.0,,,,
84620308,,0.0,,,,
84620303,,0.0,,,,
84620342,,0.0,,,,
84620305,,0.0,,,,
84620302,,0.0,,,,
84620406,,0.0,,,,
84620428,,0.0,,,,
84620408,,0.0,,,,
84620403,,0.0,,,,
84620442,,0.0,,,,
84620405,,0.0,,,,
84620402,,0.0,,,,
84620506,,0.0,,,,
84620528,,0.0,,,,
84620508,,0.0,,,,
84620503,,0.0,,,,
84620542,,0.0,,,,
84620505,,0.0,,,,
84620502,,0.0,,,,
84620606,,0.0,,,,
84620628,,0.0,,,,
84620608,,0.0,,,,
84620603,,0.0,,,,
84620642,,0.0,,,,
84620605,,0.0,,,,
84620602,,0.0,,,,
84620706,,0.0,,,,
84620728,,0.0,,,,
84620708,,0.0,,,,
84620703,,0.0,,,,
84620742,,0.0,,,,
84620705,,0.0,,,,
84620702,,0.0,,,,
810805600,,59.99,42.0,38.0,34.0,28.0
1908218,,265.0,177.5,161.0,145.0,145.0
1908214,,265.0,177.5,161.0,145.0,145.0
1908204,,265.0,177.5,161.0,145.0,145.0
1908201,,265.0,177.5,161.0,145.0,145.0
1908207,,265.0,177.5,161.0,145.0,145.0
1908212,,265.0,177.5,161.0,145.0,145.0
1908208,,265.0,177.5,161.0,145.0,145.0
1908209,,265.0,177.5,161.0,145.0,145.0
1908211,,265.0,177.5,161.0,145.0,145.0
1908203,,265.0,177.5,161.0,145.0,145.0
1908215,,265.0,177.5,161.0,145.0,145.0
1908202,,265.0,177.5,161.0,145.0,145.0
1922118,,140.0,107.5,99.0,90.5,90.5
1922114,,140.0,107.5,99.0,90.5,90.5
1922104,,140.0,107.5,99.0,90.5,90.5
1922101,,140.0,107.5,99.0,90.5,90.5
1922107,,140.0,107.5,99.0,90.5,90.5
1922112,,140.0,107.5,99.0,90.5,90.5
1922108,,140.0,107.5,99.0,90.5,90.5
1922109,,140.0,107.5,99.0,90.5,90.5
1922111,,140.0,107.5,99.0,90.5,90.5
1922103,,140.0,107.5,99.0,90.5,90.5
1922115,,140.0,107.5,99.0,90.5,90.5
1922102,,140.0,107.5,99.0,90.5,90.5
1908506,,265.0,177.5,161.0,145.0,145.0
1908518,,265.0,177.5,161.0,145.0,145.0
1908514,,265.0,177.5,161.0,145.0,145.0
1908504,,265.0,177.5,161.0,145.0,145.0
1908501,,265.0,177.5,161.0,145.0,145.0
1908507,,265.0,177.5,161.0,145.0,145.0
1908512,,265.0,177.5,161.0,145.0,145.0
1908508,,265.0,177.5,161.0,145.0,145.0
1908509,,265.0,177.5,161.0,145.0,145.0
1908511,,265.0,177.5,161.0,145.0,145.0
1908503,,265.0,177.5,161.0,145.0,145.0
1908515,,265.0,177.5,161.0,145.0,145.0
1908502,,265.0,177.5,161.0,145.0,145.0
1921918,,140.0,107.5,99.0,90.5,90.5
1921914,,140.0,107.5,99.0,90.5,90.5
1921904,,140.0,107.5,99.0,90.5,90.5
1921901,,140.0,107.5,99.0,90.5,90.5
1921907,,140.0,177.5,161.0,145.0,145.0
1921912,,140.0,107.5,99.0,90.5,90.5
1921908,,140.0,177.5,161.0,145.0,145.0
1921909,,140.0,177.5,161.0,145.0,145.0
1921911,,140.0,97.5,89.0,80.5,80.5
1921903,,140.0,107.5,99.0,90.5,90.5
1921915,,140.0,107.5,99.0,90.5,90.5
1921902,,140.0,107.5,99.0,90.5,90.5
1908306,,265.0,177.5,161.0,145.0,145.0
1908318,,265.0,177.5,161.0,145.0,145.0
1908314,,265.0,177.5,161.0,145.0,145.0
1908304,,265.0,177.5,161.0,145.0,145.0
1908301,,265.0,177.5,161.0,145.0,145.0
1908307,,265.0,177.5,161.0,145.0,145.0
1908312,,265.0,177.5,161.0,145.0,145.0
1908308,,265.0,177.5,161.0,145.0,145.0
1908309,,265.0,177.5,161.0,145.0,145.0
1908311,,265.0,177.5,161.0,145.0,145.0
1908303,,265.0,177.5,161.0,145.0,145.0
1908315,,265.0,177.5,161.0,145.0,145.0
1908302,,265.0,177.5,161.0,145.0,145.0
1908618,,265.0,177.5,161.0,145.0,145.0
1908614,,265.0,177.5,161.0,145.0,145.0
1908604,,265.0,177.5,161.0,145.0,145.0
1908601,,265.0,177.5,161.0,145.0,145.0
1908607,,265.0,177.5,161.0,145.0,145.0
1908612,,265.0,177.5,161.0,145.0,145.0
1908608,,265.0,177.5,161.0,145.0,145.0
1908609,,265.0,177.5,161.0,145.0,145.0
1908611,,265.0,177.5,161.0,145.0,145.0
1908603,,265.0,177.5,161.0,145.0,145.0
1908615,,265.0,177.5,161.0,145.0,145.0
1908602,,265.0,177.5,161.0,145.0,145.0
1922018,,140.0,107.5,99.0,90.5,90.5
1922014,,140.0,107.5,99.0,90.5,90.5
1922004,,140.0,107.5,99.0,90.5,90.5
1922001,,140.0,107.5,99.0,90.5,90.5
1922007,,140.0,107.5,99.0,90.5,90.5
1922012,,140.0,107.5,99.0,90.5,90.5
1922008,,140.0,107.5,99.0,90.5,90.5
1922009,,140.0,107.5,99.0,90.5,90.5
1922011,,140.0,107.5,99.0,90.5,90.5
1922003,,140.0,107.5,99.0,90.5,90.5
1922015,,140.0,107.5,99.0,90.5,90.5
1922002,,140.0,107.5,99.0,90.5,90.5
1908406,,265.0,177.5,161.0,145.0,145.0
1908418,,265.0,177.5,161.0,145.0,145.0
1908414,,265.0,177.5,161.0,145.0,145.0
1908404,,265.0,177.5,161.0,145.0,145.0
1908401,,265.0,177.5,161.0,145.0,145.0
1908407,,265.0,177.5,161.0,145.0,145.0
1908412,,265.0,177.5,161.0,145.0,145.0
1908408,,265.0,177.5,161.0,145.0,145.0
1908409,,265.0,177.5,161.0,145.0,145.0
1908411,,265.0,177.5,161.0,145.0,145.0
1908403,,265.0,177.5,161.0,145.0,145.0
1908415,,265.0,177.5,161.0,145.0,145.0
1908402,,265.0,177.5,161.0,145.0,145.0
1908818,,265.0,177.5,161.0,145.0,145.0
1908814,,265.0,177.5,161.0,145.0,145.0
1908804,,265.0,177.5,161.0,145.0,145.0
1908801,,265.0,177.5,161.0,145.0,145.0
1908807,,265.0,177.5,161.0,145.0,145.0
1908812,,265.0,177.5,161.0,145.0,145.0
1908808,,265.0,177.5,161.0,145.0,145.0
1908809,,265.0,177.5,161.0,145.0,145.0
1908811,,265.0,177.5,161.0,145.0,145.0
1908803,,265.0,177.5,161.0,145.0,145.0
1908815,,265.0,177.5,161.0,145.0,145.0
1908802,,265.0,177.5,161.0,145.0,145.0
89040602,,15.0,36.5,32.5,29.0,28.0
89040802,,10.0,36.5,32.5,29.0,28.0
89040806,,10.0,36.5,32.5,29.0,28.0
14-20283-3,,70.0,,,,
01-20277-00,,10.99,1.5,1.25,1.0,1.0
7720020091,,13.99,10.5,10.0,9.0,9.0
2063004002102,,1499.99,0.0,0.0,965.0,875.0
2063005002202,,1499.99,0.0,0.0,965.0,875.0
2063005002102,,1499.99,0.0,0.0,965.0,875.0
2063006002202,,1499.99,0.0,0.0,977.0,887.0
2063006002102,,1499.99,0.0,0.0,977.0,887.0
2063004006206,,1499.99,0.0,0.0,965.0,875.0
2063004006106,,1499.99,0.0,0.0,965.0,875.0
2063005006206,,1499.99,0.0,0.0,965.0,875.0
2063005006106,,1499.99,0.0,0.0,965.0,875.0
2063006006206,,1499.99,0.0,0.0,977.0,887.0
2063006006106,,1499.99,0.0,0.0,977.0,887.0
2063004M02202,,1499.99,0.0,0.0,984.5,892.0
2063004M02102,,1499.99,0.0,0.0,984.5,892.0
2063005M02202,,1499.99,0.0,0.0,984.5,892.0
2063005M02102,,1499.99,0.0,0.0,984.5,892.0
2063006M02202,,1499.99,0.0,0.0,996.5,904.0
2063006M02102,,1499.99,0.0,0.0,996.5,904.0
2063004M06206,,1499.99,0.0,0.0,984.5,892.0
2063004M06106,,1499.99,0.0,0.0,984.5,892.0
2063005M06206,,1499.99,0.0,0.0,984.5,892.0
2063005M06106,,1499.99,0.0,0.0,984.5,892.0
2063006M06206,,1499.99,0.0,0.0,996.5,904.0
2063006M06106,,1499.99,0.0,0.0,996.5,904.0
24302901,,215.0,157.0,142.0,128.0,128.0
01-20665,,85.0,65.0,58.5,50.0,50.0
01-20667,,150.0,105.0,98.5,90.0,90.0
01-20669,,150.0,105.0,98.5,90.0,90.0
01-20668,,85.0,75.0,68.5,60.0,60.0
01-20678,,85.0,75.0,68.5,60.0,60.0
23303918,,85.0,65.5,60.0,54.5,54.5
23303914,,85.0,65.5,60.0,54.5,54.5
23303904,,85.0,65.5,60.0,54.5,54.5
23303901,,85.0,65.5,60.0,54.5,54.5
23303907,,85.0,65.5,60.0,54.5,54.5
23303912,,85.0,65.5,60.0,54.5,54.5
23303908,,85.0,65.5,60.0,54.5,54.5
23303909,,85.0,65.5,60.0,54.5,54.5
23303911,,85.0,65.5,60.0,54.5,54.5
23303903,,85.0,65.5,60.0,54.5,54.5
23303915,,85.0,65.5,60.0,54.5,54.5
23303902,,85.0,65.5,60.0,54.5,54.5
24303406,,215.0,157.0,142.0,128.0,128.0
24303418,,215.0,157.0,142.0,128.0,128.0
24303414,,215.0,157.0,142.0,128.0,128.0
24303404,,215.0,157.0,142.0,128.0,128.0
24303401,,215.0,157.0,142.0,128.0,128.0
24303407,,215.0,157.0,142.0,128.0,128.0
24303412,,215.0,157.0,142.0,128.0,128.0
24303408,,215.0,157.0,142.0,128.0,128.0
24303409,,215.0,157.0,142.0,128.0,128.0
24303411,,215.0,157.0,142.0,128.0,128.0
24303403,,215.0,157.0,142.0,128.0,128.0
24303415,,215.0,157.0,142.0,128.0,128.0
24303402,,215.0,157.0,142.0,128.0,128.0
24303618,,215.0,157.0,142.0,128.0,128.0
24303614,,215.0,157.0,142.0,128.0,128.0
24303604,,215.0,157.0,142.0,128.0,128.0
24303601,,215.0,157.0,142.0,128.0,128.0
24303607,,215.0,157.0,142.0,128.0,128.0
24303612,,215.0,157.0,142.0,128.0,128.0
24303608,,215.0,157.0,142.0,128.0,128.0
24303609,,215.0,157.0,142.0,128.0,128.0
24303611,,215.0,157.0,142.0,128.0,128.0
24303603,,215.0,157.0,142.0,128.0,128.0
24303615,,215.0,157.0,142.0,128.0,128.0
24303602,,215.0,157.0,142.0,128.0,128.0
24303818,,215.0,157.0,142.0,128.0,128.0
24303814,,215.0,157.0,142.0,128.0,128.0
24303804,,215.0,157.0,142.0,128.0,128.0
24303801,,215.0,157.0,142.0,128.0,128.0
24303807,,215.0,157.0,142.0,128.0,128.0
24303812,,215.0,157.0,142.0,128.0,128.0
24303808,,215.0,157.0,142.0,128.0,128.0
24303809,,215.0,157.0,142.0,128.0,128.0
24303811,,215.0,157.0,142.0,128.0,128.0
24303803,,215.0,157.0,142.0,128.0,128.0
24303815,,215.0,157.0,142.0,128.0,128.0
24303802,,215.0,157.0,142.0,128.0,128.0
23303818,,85.0,65.5,60.0,54.5,54.5
23303814,,85.0,65.5,60.0,54.5,54.5
23303804,,85.0,65.5,60.0,54.5,54.5
23303801,,85.0,65.5,60.0,54.5,54.5
23303807,,85.0,65.5,60.0,54.5,54.5
23303812,,85.0,65.5,60.0,54.5,54.5
23303808,,85.0,65.5,60.0,54.5,54.5
23303809,,85.0,65.5,60.0,54.5,54.5
23303811,,85.0,65.5,60.0,54.5,54.5
23303803,,85.0,65.5,60.0,54.5,54.5
23303815,,85.0,65.5,60.0,54.5,54.5
23303802,,85.0,65.5,60.0,54.5,54.5
24303306,,215.0,157.0,142.0,128.0,128.0
24303318,,215.0,157.0,142.0,128.0,128.0
24303314,,215.0,157.0,142.0,128.0,128.0
24303304,,215.0,157.0,142.0,128.0,128.0
24303301,,215.0,157.0,142.0,128.0,128.0
24303307,,215.0,157.0,142.0,128.0,128.0
24303312,,215.0,157.0,142.0,128.0,128.0
24303308,,215.0,157.0,142.0,128.0,128.0
24303309,,215.0,157.0,142.0,128.0,128.0
24303311,,215.0,157.0,142.0,128.0,128.0
24303303,,215.0,157.0,142.0,128.0,128.0
24303315,,215.0,157.0,142.0,128.0,128.0
24303302,,215.0,157.0,142.0,128.0,128.0
23304018,,85.0,65.5,60.0,54.5,54.5
23304014,,85.0,65.5,60.0,54.5,54.5
23304004,,85.0,65.5,60.0,54.5,54.5
23304001,,85.0,65.5,60.0,54.5,54.5
23304007,,85.0,65.5,60.0,54.5,54.5
23304012,,85.0,65.5,60.0,54.5,54.5
23304008,,85.0,65.5,60.0,54.5,54.5
23304009,,85.0,65.5,60.0,54.5,54.5
23304011,,85.0,65.5,60.0,54.5,54.5
23304003,,85.0,65.5,60.0,54.5,54.5
23304015,,85.0,65.5,60.0,54.5,54.5
23304002,,85.0,65.5,60.0,54.5,54.5
24303506,,215.0,157.0,142.0,128.0,128.0
24303518,,215.0,157.0,142.0,128.0,128.0
24303514,,215.0,157.0,142.0,128.0,128.0
24303504,,215.0,157.0,142.0,128.0,128.0
24303501,,215.0,157.0,142.0,128.0,128.0
24303507,,215.0,157.0,142.0,128.0,128.0
24303512,,215.0,157.0,142.0,128.0,128.0
24303508,,215.0,157.0,142.0,128.0,128.0
24303509,,215.0,157.0,142.0,128.0,128.0
24303511,,215.0,157.0,142.0,128.0,128.0
24303503,,215.0,157.0,142.0,128.0,128.0
24303515,,215.0,157.0,142.0,128.0,128.0
24303502,,215.0,157.0,142.0,128.0,128.0
24303718,,215.0,157.0,142.0,128.0,128.0
24303714,,215.0,157.0,142.0,128.0,128.0
24303704,,215.0,157.0,142.0,128.0,128.0
24303701,,215.0,157.0,142.0,128.0,128.0
24303707,,215.0,157.0,142.0,128.0,128.0
24303712,,215.0,157.0,142.0,128.0,128.0
24303708,,215.0,157.0,142.0,128.0,128.0
24303709,,215.0,157.0,142.0,128.0,128.0
24303711,,215.0,157.0,142.0,128.0,128.0
24303703,,215.0,157.0,142.0,128.0,128.0
24303715,,215.0,157.0,142.0,128.0,128.0
24303702,,215.0,157.0,142.0,128.0,128.0
15011182,,4.99,2.0,1.5,1.2,1.2
144011590,,26.99,19.5,17.5,15.5,15.5
144011390,,26.99,19.5,17.5,15.5,15.5
14-20217,,17.0,,,,
01-19202-1,,27.0,27.0,24.5,22.0,22.0
01-19203,,27.0,27.0,24.5,22.0,22.0
01-19241,,42.5,42.5,38.5,34.0,34.0
01-19242,,42.5,42.5,38.5,34.0,34.0
01-19243,,42.5,42.5,38.5,34.0,34.0
01-20215-1,,48.0,,,,
01-20045-01,,48.0,,,,
01-14846-01,,48.0,42.5,38.5,34.0,34.0
12842800206T,,99.99,60.0,60.0,60.0,55.0
12842800208T,,99.99,60.0,60.0,60.0,55.0
12842800203T,,99.99,60.0,60.0,60.0,55.0
12842800205T,,99.99,60.0,60.0,60.0,55.0
2044013006106,,329.99,257.0,232.0,207.0,185.0
2044014006206,,329.99,257.0,232.0,207.0,185.0
2044014006106,,329.99,257.0,232.0,207.0,185.0
2044015006206,,329.99,257.0,232.0,207.0,185.0
2044015006106,,329.99,257.0,232.0,207.0,185.0
2044016006206,,329.99,269.0,244.0,219.0,197.0
2044016006106,,329.99,269.0,244.0,219.0,197.0
2044017006206,,329.99,269.0,244.0,219.0,197.0
2044017006106,,329.99,269.0,244.0,219.0,197.0
2044013002202,,329.99,257.0,232.0,207.0,185.0
2044013002102,,329.99,257.0,232.0,207.0,185.0
2044014002202,,329.99,257.0,232.0,207.0,185.0
2044014002102,,329.99,257.0,232.0,207.0,185.0
2044015002202,,329.99,257.0,232.0,207.0,185.0
2044015002102,,329.99,257.0,232.0,207.0,185.0
2044016002202,,329.99,269.0,244.0,219.0,197.0
2044016002102,,329.99,269.0,244.0,219.0,197.0
2044017002202,,329.99,269.0,244.0,219.0,197.0
2044017002102,,329.99,269.0,244.0,219.0,197.0
12-20452-H06,,19.99,12.0,12.0,12.0,11.0
12-20453-H02,,19.99,12.0,12.0,12.0,11.0
12-20452-H02,,19.99,11.99,11.99,11.99,10.99
12-20453-M06,,19.99,12.0,12.0,12.0,11.0
12-20452-M06,,19.99,12.0,12.0,12.0,11.0
12-20453-M01,,19.99,12.0,12.0,12.0,11.0
12-20452-M01,,19.99,12.0,12.0,12.0,11.0
12-20453-M08,,19.99,12.0,12.0,12.0,11.0
12-20452-M08,,19.99,12.0,12.0,12.0,11.0
12-20453-M03,,19.99,12.0,12.0,12.0,11.0
12-20452-M03,,19.99,12.0,12.0,12.0,11.0
12-20453-M05,,19.99,12.0,12.0,12.0,11.0
12-20452-M05,,19.99,12.0,12.0,12.0,11.0
12-20453-M02,,19.99,12.0,12.0,12.0,11.0
12-20452-M02,,19.99,12.0,12.0,12.0,11.0
34100023H06306,,25.0,,,,
34100023M03203,,25.0,40.0,40.0,40.0,36.0
34100023M08308,,25.0,40.0,40.0,40.0,36.0
34100034H02302,,25.0,40.0,40.0,40.0,36.0
34100034H06206,,25.0,40.0,40.0,40.0,36.0
34100034H06306,,25.0,40.0,40.0,40.0,36.0
34100034M01201,,25.0,40.0,40.0,40.0,36.0
34100034M01301,,25.0,40.0,40.0,40.0,36.0
34100034M02202,,25.0,40.0,40.0,40.0,36.0
34100034M03203,,25.0,40.0,40.0,40.0,36.0
34100034M03303,,25.0,40.0,40.0,40.0,36.0
34100034M05205,,25.0,40.0,40.0,40.0,36.0
34100034M05305,,25.0,40.0,40.0,40.0,36.0
34100034M06206,,25.0,40.0,40.0,40.0,36.0
34100034M06306,,25.0,40.0,40.0,40.0,36.0
34100034M08208,,25.0,40.0,40.0,40.0,36.0
34100056H02202,,25.0,40.0,40.0,40.0,36.0
34100056H02302,,25.0,40.0,40.0,40.0,36.0
34100056H06206,,25.0,40.0,40.0,40.0,36.0
34100056H06306,,25.0,40.0,40.0,40.0,36.0
34100056M01201,,25.0,40.0,40.0,40.0,36.0
34100056M02202,,25.0,40.0,40.0,40.0,36.0
34100056M02302,,25.0,40.0,40.0,40.0,36.0
34100056M03203,,25.0,40.0,40.0,40.0,36.0
34100056M05205,,25.0,40.0,40.0,40.0,36.0
34100056M05305,,25.0,40.0,40.0,40.0,36.0
34100056M06206,,25.0,40.0,40.0,40.0,36.0
615005132M01M01,,209.99,114.0,114.0,114.0,104.5
615005133M01M01,,209.99,114.0,114.0,114.0,104.5
6150051335M01M01,,209.99,114.0,114.0,114.0,104.5
615005134M01M01,,209.99,114.0,114.0,114.0,104.5
6150051324908,,209.99,114.0,114.0,114.0,104.5
6150051334908,,209.99,114.0,114.0,114.0,104.5
61500513354908,,209.99,114.0,114.0,114.0,104.5
6150051344908,,209.99,114.0,114.0,114.0,104.5
9660003,,139.99,115.0,105.0,95.0,85.0
9660004,,139.99,115.0,105.0,95.0,85.0
9660005,,139.99,115.0,105.0,95.0,85.0
9660006,,139.99,115.0,105.0,95.0,85.0
9650206,,299.99,255.0,230.0,200.0,185.0
9650207,,299.99,255.0,230.0,200.0,185.0
9650208,,299.99,255.0,230.0,200.0,185.0
9650104,,299.99,255.0,230.0,200.0,185.0
9650105,,299.99,255.0,230.0,200.0,185.0
9650106,,299.99,255.0,230.0,200.0,185.0
9650004,,299.99,255.0,230.0,200.0,185.0
9650005,,299.99,255.0,230.0,200.0,185.0
9650006,,299.99,255.0,230.0,200.0,185.0
9650007,,299.99,255.0,230.0,200.0,185.0
9850005,,749.99,,,,
9850006,,749.99,,,,
9950206,,699.99,669.5,603.0,542.5,475.0
9950207,,699.99,669.5,603.0,542.5,475.0
9950208,,699.99,669.5,603.0,542.5,475.0
9850105,,749.99,,,,
9850106,,749.99,,,,
9850107,,749.99,,,,
01-20305-02-19,,32.99,24.5,22.5,20.0,20.0
14-20311-06,,39.99,28.5,26.5,24.5,24.5
01-20305-06,,32.99,24.5,22.5,20.0,20.0
14-20311-02-4,,39.99,28.5,26.5,24.5,24.5
1911618,,140.0,97.5,89.0,80.5,80.5
1911614,,140.0,97.5,89.0,80.5,80.5
1911604,,140.0,97.5,89.0,80.5,80.5
1911601,,140.0,97.5,89.0,80.5,80.5
1911607,,140.0,97.5,89.0,80.5,80.5
1911612,,140.0,97.5,89.0,80.5,80.5
1911608,,140.0,97.5,89.0,80.5,80.5
1911609,,140.0,97.5,89.0,80.5,80.5
1911611,,140.0,97.5,89.0,80.5,80.5
1911603,,140.0,97.5,89.0,80.5,80.5
1911615,,140.0,97.5,89.0,80.5,80.5
1911602,,140.0,97.5,89.0,80.5,80.5
1908106,,265.0,177.5,161.0,145.0,145.0
1908118,,265.0,177.5,161.0,145.0,145.0
1908114,,265.0,177.5,161.0,145.0,145.0
1908104,,265.0,177.5,161.0,145.0,145.0
1908101,,265.0,177.5,161.0,145.0,145.0
1908107,,265.0,177.5,161.0,145.0,145.0
1908112,,265.0,177.5,161.0,145.0,145.0
1908108,,265.0,177.5,161.0,145.0,145.0
1908109,,265.0,177.5,161.0,145.0,145.0
1908111,,265.0,177.5,161.0,145.0,145.0
1908103,,265.0,177.5,161.0,145.0,145.0
1908115,,265.0,177.5,161.0,145.0,145.0
1908102,,265.0,177.5,161.0,145.0,145.0
23303218,,85.0,65.5,60.0,54.5,54.5
23303214,,85.0,65.5,60.0,54.5,54.5
23303204,,85.0,65.5,60.0,54.5,54.5
23303201,,85.0,65.5,60.0,54.5,54.5
23303207,,85.0,65.5,60.0,54.5,54.5
23303212,,85.0,65.5,60.0,54.5,54.5
23303208,,85.0,65.5,60.0,54.5,54.5
23303209,,85.0,65.5,60.0,54.5,54.5
23303211,,85.0,65.5,60.0,54.5,54.5
23303203,,85.0,65.5,60.0,54.5,54.5
23303215,,85.0,65.5,60.0,54.5,54.5
23303202,,85.0,65.5,60.0,54.5,54.5
24303206,,215.0,157.0,142.0,128.0,128.0
24303218,,215.0,157.0,142.0,128.0,128.0
24303214,,215.0,157.0,142.0,128.0,128.0
24303204,,215.0,157.0,142.0,128.0,128.0
24303201,,215.0,157.0,142.0,128.0,128.0
24303207,,215.0,157.0,142.0,128.0,128.0
24303212,,215.0,157.0,142.0,128.0,128.0
24303208,,215.0,157.0,142.0,128.0,128.0
24303209,,215.0,157.0,142.0,128.0,128.0
24303211,,215.0,157.0,142.0,128.0,128.0
24303203,,215.0,157.0,142.0,128.0,128.0
24303215,,215.0,157.0,142.0,128.0,128.0
24303202,,215.0,157.0,142.0,128.0,128.0
19309E2006106,,584.99,510.0,452.5,405.0,370.0
19309E2002202,,584.99,510.0,452.5,405.0,370.0
19309E2002102,,584.99,510.0,452.5,405.0,370.0
19309E3006206,,584.99,510.0,452.5,405.0,370.0
19309E3006106,,584.99,510.0,452.5,405.0,370.0
19309E3002202,,584.99,510.0,452.5,405.0,370.0
19309E3002102,,584.99,510.0,452.5,405.0,370.0
19309E4006206,,584.99,510.0,452.5,405.0,370.0
19309E4006106,,584.99,510.0,452.5,405.0,370.0
19309E4002202,,584.99,510.0,452.5,405.0,370.0
19309E4002102,,584.99,510.0,452.5,405.0,370.0
19309E5006206,,584.99,510.0,452.5,405.0,370.0
19309E5006106,,584.99,510.0,452.5,405.0,370.0
19309E5002202,,584.99,510.0,452.5,405.0,370.0
19309E5002102,,584.99,510.0,452.5,405.0,370.0
19309E6006206,,584.99,520.0,462.5,415.0,380.0
19309E6006106,,584.99,520.0,462.5,415.0,380.0
19309E6002202,,584.99,520.0,462.5,415.0,380.0
19309E6002102,,584.99,520.0,462.5,415.0,380.0
850805600,,74.99,58.0,53.0,46.5,40.0
145007690,,0.0,18.0,16.5,15.0,15.0
19137,,0.0,,,,
19418,,0.0,14.5,13.5,12.0,12.0
01-20421,,0.0,6.5,6.0,5.5,5.5
01-20419,,0.0,6.5,6.0,5.5,5.5
19417,,0.0,14.5,13.5,12.0,12.0
140163091,,0.0,10.5,10.0,9.0,9.0
140165091,,0.0,10.5,10.0,9.0,9.0
140082091,,0.0,,,,
140083091,,0.0,,,,
140084091,,0.0,,,,
140085091,,0.0,,,,
140086091,,0.0,,,,
140012091,,0.0,107.5,97.0,86.0,86.0
140013091,,0.0,107.5,97.0,86.0,86.0
140014091,,0.0,107.5,97.0,86.0,86.0
140015091,,0.0,107.5,97.0,86.0,86.0
140016091,,0.0,107.5,97.0,86.0,86.0
7871S120091,,0.0,145.0,130.5,116.0,116.0
7871S950091,,0.0,145.0,130.5,116.0,116.0
7871S020091,,0.0,145.0,130.5,116.0,116.0
7871S070091,,0.0,145.0,130.5,116.0,116.0
7871S150091,,0.0,145.0,130.5,116.0,116.0
7871S180091,,0.0,145.0,130.5,116.0,116.0
7871S030091,,0.0,145.0,130.5,116.0,116.0
7871S040091,,0.0,145.0,130.5,116.0,116.0
7871S060091,,0.0,145.0,130.5,116.0,116.0
7871S080091,,0.0,145.0,130.5,116.0,116.0
7871S110091,,0.0,145.0,130.5,116.0,116.0
7871S140091,,0.0,145.0,130.5,116.0,116.0
7871M090091,,0.0,165.0,148.5,132.0,132.0
7871M120091,,0.0,165.0,148.5,132.0,132.0
7871M950091,,0.0,165.0,148.5,132.0,132.0
7871M020091,,0.0,165.0,148.5,132.0,132.0
7871M070091,,0.0,165.0,148.5,132.0,132.0
7871M150091,,0.0,165.0,148.5,132.0,132.0
7871M180091,,0.0,165.0,148.5,132.0,132.0
7871M030091,,0.0,165.0,148.5,132.0,132.0
7871M040091,,0.0,165.0,148.5,132.0,132.0
7871M060091,,0.0,165.0,148.5,132.0,132.0
7871M080091,,0.0,165.0,148.5,132.0,132.0
